Case;Event
121;Tamper with the code statically
121;Analyze attack results
121;Make hypothesis on reasons for attack failure
121;Understand code logic
121;END
122;START
122;Tamper with the code statically
122;Analyze attack results
122;Debugging
122;Identify code containing sensitive assets
122;Understand code logic
122;END
123;START
123;Understand code logic
123;Identify input / data format
123;Understand code logic
123;Understand code logic
123;Understand code logic
123;Identify points of attack
123;Tamper with the code statically
123;Analyze attack results
123;Tamper with the code statically
123;Analyze attack results
123;Understand code logic
123;Understand code logic
123;Tamper with the code statically
123;Analyze attack results
123;Make hypothesis on reasons for attack failure
123;Tamper with the code statically
123;Analyze attack results
123;Understand code logic
123;Analyze attack results
123;END
124;START
124;Understand code logic
124;Identify input / data format
124;String / name analysis
124;Understand code logic
124;Tamper with the code statically
124;Analyze attack results
124;Tamper with the code statically
124;Analyze attack results
124;Identify code containing sensitive assets
124;Tamper with the code statically
124;Analyze attack results
124;Tamper with the code statically
124;Analyze attack results
124;Tamper with the code statically
124;Analyze attack results
124;Analyze attack results
124;Make hypothesis on reasons for attack failure
124;END
125;START
125;Preliminary understanding of the app
125;Understand code logic
125;Identify code containing sensitive assets
125;String / name analysis
125;Tamper with the code statically
125;Understand code logic
125;Tamper with the code statically
125;Analyze attack results
125;END
126;START
126;Preliminary understanding of the app
126;Identify code containing sensitive assets
126;Static analysis
126;Understand code logic
126;Identify code containing sensitive assets
126;Tamper with the code statically
126;Analyze attack results
126;Identify code containing sensitive assets
126;Tamper with the code statically
126;Analyze attack results
126;END
127;START
127;Preliminary understanding of the app
127;Understand code logic
127;Tamper with the code statically
127;Analyze attack results
127;Understand code logic
127;Tamper with the code statically
127;Analyze attack results
127;Understand code logic
127;Tamper with the code statically
127;Analyze attack results
127;Evaluate and select alternative steps / revise strategy
127;String / name analysis
127;Analyze attack results
127;Tamper with data
127;Analyze attack results
127;Understand code logic
127;Tamper with the code statically
127;Analyze attack results
127;Tamper with the code statically
127;Analyze attack results
127;Make hypothesis on reasons for attack failure
127;END
128;START
128;Preliminary understanding of the app
128;Static analysis
128;Identify code containing sensitive assets
128;Understand code logic
128;Evaluate and select alternative steps / revise strategy
128;Tamper with the code statically
128;Analyze attack results
128;Identify code containing sensitive assets
128;Understand code logic
128;Tamper with the code statically
128;Analyze attack results
128;String / name analysis
128;Identify code containing sensitive assets
128;Tamper with the code statically
128;Analyze attack results
128;END
129;START
129;Preliminary understanding of the app
129;Preliminary understanding of the app
129;Understand code logic
129;Tamper with the code statically
129;Analyze attack results
129;Make hypothesis on reasons for attack failure
129;Tamper with the code statically
129;Analyze attack results
129;Identify points of attack
129;Tamper with the code statically
129;Analyze attack results
129;Understand code logic
129;Tamper with the code statically
129;Make hypothesis on reasons for attack failure
129;Tamper with the code statically
129;Analyze attack results
129;END
130;START
130;Identify input / data format
130;Static analysis
130;Understand code logic
130;Identify code containing sensitive assets
130;Tamper with the code statically
130;Debugging
130;Analyze attack results
130;Identify code containing sensitive assets
130;Tamper with the code statically
130;Analyze attack results
130;Debugging
130;Identify code containing sensitive assets
130;Tamper with the code statically
130;Analyze attack results
130;Tamper with the code statically
130;Analyze attack results
130;Identify code containing sensitive assets
130;Tamper with the code statically
130;Analyze attack results
130;Tamper with the code statically
130;Analyze attack results
130;END
131;START
131;Preliminary understanding of the app
131;Build the attack strategy
131;Understand code logic
131;Understand code logic
131;Understand code logic
131;Identify points of attack
131;Tamper with the code statically
131;Analyze attack results
131;Make hypothesis on reasons for attack failure
131;END
132;START
132;Preliminary understanding of the app
132;Debugging
132;Understand code logic
132;Understand code logic
132;Static analysis
132;Identify code containing sensitive assets
132;Understand code logic
132;Tamper with the code statically
132;Analyze attack results
132;END
133;START
133;Understand code logic
133;Build the attack strategy
133;Understand code logic
133;Tamper with the code statically
133;Analyze attack results
133;Understand code logic
133;Tamper with the code statically
133;Analyze attack results
133;Make hypothesis on reasons for attack failure
133;Tamper with the code statically
133;Analyze attack results
133;Make hypothesis on reasons for attack failure
133;Tamper with the code statically
133;Analyze attack results
133;Make hypothesis on reasons for attack failure
133;Tamper with the code statically
133;Analyze attack results
133;END
134;START
134;Preliminary understanding of the app
134;Identify input / data format
134;Understand code logic
134;Tamper with the code statically
134;Analyze attack results
134;Understand code logic
134;Identify code containing sensitive assets
134;Tamper with the code statically
134;Analyze attack results
134;END
135;START
135;Identify points of attack
135;Understand code logic
135;String / name analysis
135;Tamper with the code statically
135;Analyze attack results
135;Make hypothesis on reasons for attack failure
135;Understand code logic
135;Tamper with the code statically
135;Analyze attack results
135;Make hypothesis on reasons for attack failure
135;END
136;START
136;Preliminary understanding of the app
136;Identify input / data format
136;Understand code logic
136;Tamper with the code statically
136;Analyze attack results
136;Tamper with the code statically
136;Analyze attack results
136;Tamper with the code statically
136;Analyze attack results
136;Debugging
136;END
137;START
137;Preliminary understanding of the app
137;Understand code logic
137;Identify points of attack
137;Tamper with the code statically
137;Analyze attack results
137;Tamper with the code statically
137;Analyze attack results
137;Understand code logic
137;Identify points of attack
137;Tamper with the code statically
137;Analyze attack results
137;Understand code logic
137;Identify points of attack
137;Understand code logic
137;Identify points of attack
137;Tamper with the code statically
137;Analyze attack results
137;Understand code logic
137;Evaluate and select alternative steps / revise strategy
137;Analyze attack results
137;Analyze attack results
137;END
138;START
138;Preliminary understanding of the app
138;Understand code logic
138;Identify input / data format
138;Tamper with the code statically
138;Analyze attack results
138;Tamper with the code statically
138;Analyze attack results
138;Tamper with the code statically
138;Analyze attack results
138;String / name analysis
138;Identify code containing sensitive assets
138;Tamper with the code statically
138;Analyze attack results
138;Identify code containing sensitive assets
138;Tamper with the code statically
138;Tamper with the code statically
138;Analyze attack results
138;END
139;START
139;Preliminary understanding of the app
139;Evaluate and select alternative steps / revise strategy
139;Tamper with data
139;Understand code logic
139;Understand code logic
139;Evaluate and select alternative steps / revise strategy
139;Tamper with the code statically
139;Analyze attack results
139;Understand code logic
139;Tamper with the code statically
139;END
140;START
140;Tamper with the code statically
140;Identify API calls
140;Make hypothesis
140;Tamper with data
140;Tamper with the code statically
140;Analyze attack results
140;Tamper with the code statically
140;END
141;START
141;Tamper with the code statically
141;Make hypothesis on reasons for attack failure
141;Analyze attack results
141;END
142;START
142;Tamper with the code statically
142;Analyze attack results
142;END
143;START
143;Preliminary understanding of the app
143;Preliminary understanding of the app
143;Black-box analysis
143;Recognize anomalous/unexpected behaviour
143;Black-box analysis
143;Understand code logic
143;Preliminary understanding of the app
143;Identify code containing sensitive assets
143;Static analysis
143;Identify code containing sensitive assets
143;Tamper with the code statically
143;Analyze attack results
143;Prepare attack
143;Identify code containing sensitive assets
143;Tamper with the code statically
143;Analyze attack results
143;Analyze attack results
143;END
144;START
144;Understand the app
144;Understand code logic
144;Tamper with the code statically
144;Analyze attack results
144;Identify code containing sensitive assets
144;Tamper with the code statically
144;Analyze attack results
144;Tamper with the code statically
144;Analyze attack results
144;END
145;START
145;Identify input / data format
145;Identify code containing sensitive assets
145;Tamper with the code statically
145;Analyze attack results
145;Static analysis
145;Understand code logic
145;Identify code containing sensitive assets
145;Tamper with the code statically
145;Analyze attack results
145;Evaluate and select alternative steps / revise strategy
145;Tamper with the code statically
145;Analyze attack results
145;Evaluate and select alternative steps / revise strategy
145;Tamper with the code statically
145;Analyze attack results
145;Evaluate and select alternative steps / revise strategy
145;Identify code containing sensitive assets
145;Tamper with the code statically
145;END
146;START
146;Identify API calls
146;Make hypothesis
146;Tamper with the code statically
146;Analyze attack results
146;Identify code containing sensitive assets
146;Tamper with the code statically
146;Analyze attack results
146;Tamper with the code statically
146;Analyze attack results
146;Tamper with the code statically
146;Analyze attack results
146;END
147;START
147;Identify code containing sensitive assets
147;Preliminary understanding of the app
147;Understand code logic
147;Tamper with the code statically
147;Analyze attack results
147;Tamper with the code statically
147;Identify code containing sensitive assets
147;Analyze attack results
147;Tamper with the code statically
147;Analyze attack results
147;Tamper with the code statically
147;Identify code containing sensitive assets
147;Identify API calls
147;Analyze attack results
147;END
148;START
148;Preliminary understanding of the app
148;Identify code containing sensitive assets
148;Tamper with the code statically
148;Analyze attack results
148;Tamper with the code statically
148;Analyze attack results
148;Tamper with the code statically
148;Analyze attack results
148;Tamper with the code statically
148;Analyze attack results
148;END
149;START
149;Debugging
149;Preliminary understanding of the app
149;Static analysis
149;Understand code logic
149;Identify code containing sensitive assets
149;Debugging
149;Analyze attack results
149;Tamper with the code statically
149;Analyze attack results
149;Debugging
149;Identify code containing sensitive assets
149;Static analysis
149;Identify code containing sensitive assets
149;Identify input / data format
149;Tamper with the code statically
149;Analyze attack results
149;Debugging
149;Identify input / data format
149;Tamper with the code statically
149;Analyze attack results
149;Static analysis
149;Identify code containing sensitive assets
149;Tamper with the code statically
149;Analyze attack results
149;Tamper with the code statically
149;Analyze attack results
149;Black-box analysis
149;Static analysis
149;Understand code logic
149;Tamper with the code statically
149;Analyze attack results
149;Static analysis
149;Understand code logic
149;Debugging
149;Identify code containing sensitive assets
149;Tamper with the code statically
149;Analyze attack results
149;Tamper with the code statically
149;Analyze attack results
149;Tamper with the code statically
149;Analyze attack results
149;END
150;START
150;Debugging
150;Preliminary understanding of the app
150;Dynamic analysis
150;Debugging
150;Understand code logic
150;Tamper with the code statically
150;Analyze attack results
150;Make hypothesis
150;Build the attack strategy
150;Confirm hypothesis
150;Identify code containing sensitive assets
150;String / name analysis
150;Understand code logic
150;Tamper with the code statically
150;Analyze attack results
150;Build the attack strategy
150;Debugging
150;Identify code containing sensitive assets
150;Tamper with the code statically
150;Analyze attack results
150;Confirm hypothesis
150;Static analysis
150;Identify code containing sensitive assets
150;Identify code containing sensitive assets
150;Tamper with the code statically
150;Analyze attack results
150;Analyze attack results
150;Make hypothesis
150;Make hypothesis
150;Understand code logic
150;Tamper with the code statically
150;Analyze attack results
150;Understand code logic
150;Debugging
150;Tamper with the code statically
150;Analyze attack results
150;Tamper with the code statically
150;Analyze attack results
150;Tamper with the code statically
150;Analyze attack results
150;Make hypothesis
150;Build the attack strategy
150;END
151;START
151;Static analysis
151;Identify code containing sensitive assets
151;Understand code logic
151;Identify code containing sensitive assets
151;Identify code containing sensitive assets
151;Understand code logic
151;Identify code containing sensitive assets
151;Identify API calls
151;Identify input / data format
151;Tamper with the code statically
151;Analyze attack results
151;Tamper with the code statically
151;Analyze attack results
151;Tamper with the code statically
151;Analyze attack results
151;END
152;START
152;Identify output generation
152;Data flow analysis
152;Understand code logic
152;Understand code logic
152;Make hypothesis
152;Tamper with the code statically
152;Analyze attack results
152;Tamper with the code statically
152;Analyze attack results
152;Tamper with the code statically
152;Analyze attack results
152;Tamper with the code statically
152;Analyze attack results
152;END
153;START
153;Analyze attack results
153;Preliminary understanding of the app
153;Understand code logic
153;Tamper with data
153;Analyze attack results
153;Identify code containing sensitive assets
153;Tamper with the code statically
153;Analyze attack results
153;Identify code containing sensitive assets
153;Tamper with the code statically
153;Analyze attack results
153;Identify code containing sensitive assets
153;Identify input / data format
153;Identify code containing sensitive assets
153;Tamper with the code statically
153;Analyze attack results
153;String / name analysis
153;Tamper with the code statically
153;Analyze attack results
153;Tamper with the code statically
153;Analyze attack results
153;Tamper with the code statically
153;Analyze attack results
153;Understand code logic
153;Tamper with data
153;Analyze attack results
153;END
154;START
154;Preliminary understanding of the app
154;Static analysis
154;Build the attack strategy
154;Tamper with the code statically
154;Analyze attack results
154;Tamper with the code statically
154;Analyze attack results
154;String / name analysis
154;Tamper with the code statically
154;Analyze attack results
154;Identify code containing sensitive assets
154;Tamper with the code statically
154;Analyze attack results
154;String / name analysis
154;Analyze attack results
154;Tamper with the code statically
154;Analyze attack results
154;Tamper with the code statically
154;Analyze attack results
154;Understand code logic
154;Build the attack strategy
154;Tamper with the code statically
154;Make hypothesis
154;Analyze attack results
154;END
